ROAD_ELEMENT_ID,STREET_BODY_NAME,STREET_TYPE_SUFFIX,DIRECTION_SUFFIX,STREET_CP,FROM_STREET,TO_STREET,PLOW_ROUTE,F_ADDR_L,T_ADDR_L,F_ADDR_R,T_ADDR_R,F_ADDR_L_911,T_ADDR_L_911,F_ADDR_R_911,T_ADDR_R_911,NO_OF_LANE,GIS_CLASS,JURISDICTION,RIGHT_SIDE_PARITY,TRAFFIC_FLOW,STATUS,MUNICIPALITY,RIGHT_MUNICIPALITY,LEFT_MUNICIPALITY,ROAD_LEVEL,STREET_TYPE_SHORT,MAP_LABEL,GeoJSON,geo_point_2d
2892,WHISTLER,TERR,,WHISTLER TERR,DAVIS DR,CUL DE SAC,7R,547,601,548,600,537,601,538,600,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,TR,Whistler Terr,"{""coordinates"": [[-76.5618323, 44.2522426], [-76.5625275, 44.2517695], [-76.5625502, 44.2517569], [-76.5625735, 44.2517449], [-76.5625973, 44.2517334], [-76.5626216, 44.2517225], [-76.5626463, 44.2517121], [-76.5626716, 44.2517023], [-76.5626972, 44.2516931], [-76.5627233, 44.2516845], [-76.5627498, 44.2516765], [-76.5627766, 44.2516691], [-76.5628038, 44.2516624], [-76.5628313, 44.2516563], [-76.562859, 44.2516508], [-76.562887, 44.251646], [-76.5629152, 44.2516418], [-76.5629435, 44.2516383], [-76.562972, 44.2516354], [-76.5630006, 44.2516332], [-76.5648225, 44.2514757], [-76.5648414, 44.2514755], [-76.5648603, 44.2514757], [-76.5648792, 44.2514764], [-76.564898, 44.2514776], [-76.5649168, 44.2514792], [-76.5649355, 44.2514813], [-76.5649541, 44.2514839], [-76.5649726, 44.2514869], [-76.5649909, 44.2514904], [-76.565009, 44.2514943], [-76.5650269, 44.2514987], [-76.5650446, 44.2515035], [-76.565062, 44.2515087], [-76.5650793, 44.2515144], [-76.5650962, 44.2515205], [-76.5651128, 44.251527], [-76.5651291, 44.2515339], [-76.565145, 44.2515412], [-76.5651606, 44.2515489], [-76.5651759, 44.2515569], [-76.5651907, 44.2515654], [-76.5652051, 44.2515742], [-76.5652191, 44.2515834], [-76.5652326, 44.2515929], [-76.5652457, 44.2516027], [-76.5652583, 44.2516129]], ""type"": ""LineString""}","44.251672050016325, -76.56349917697635"
1972,PRINCESS,ST,,PRINCESS ST,SYDENHAM ST,CLERGY ST E,17A,254,298,249,297,254,300,247,299,2,COLLECTOR,MUNICIPAL,ODD,DOWN,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Princess St,"{""coordinates"": [[-76.4872821, 44.2323171], [-76.4890193, 44.2325928]], ""type"": ""LineString""}","44.232454950000005, -76.4881507"
687,BATH,RD,,BATH RD,QUEEN MARY RD,ARMSTRONG RD,3A,400,556,393,555,400,574,393,573,4,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,First Level,RD,Bath Rd,"{""coordinates"": [[-76.5360228, 44.2387143], [-76.5390918, 44.2384471], [-76.5421845, 44.2381776]], ""type"": ""LineString""}","44.23844600847356, -76.5391036550932"
235,UNITY,RD,,UNITY RD,PERTH RD,COLE HILL RD,1C-B,1507,1603,1512,1618,1499,1617,1488,1618,2,ARTERIAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Unity Rd,"{""coordinates"": [[-76.5027182, 44.3201701], [-76.5108796, 44.3199256]], ""type"": ""LineString""}","44.320047849999995, -76.5067989"
2630,PRINCESS,ST,,PRINCESS ST,KING ST E,WELLINGTON ST,17A,62,94,65,95,52,94,55,95,2,COLLECTOR,MUNICIPAL,ODD,DOWN,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Princess St,"{""coordinates"": [[-76.4809596, 44.2313251], [-76.482441, 44.2315651]], ""type"": ""LineString""}","44.23144510000001, -76.4817003"
113,CHATHAM,ST,,CHATHAM ST,LINTON ST,HAMILTON ST,16B,100,106,97,101,92,110,93,109,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Chatham St,"{""coordinates"": [[-76.4964839, 44.2374196], [-76.4964954, 44.2379549]], ""type"": ""LineString""}","44.23768725, -76.49648965"
44,BARRIE,ST,,BARRIE ST,KING ST E,O'KILL ST,18A,18,24,,,18,24,17,25,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Barrie St,"{""coordinates"": [[-76.4903064, 44.2227703], [-76.490341, 44.2231262], [-76.4903801, 44.2235287]], ""type"": ""LineString""}","44.22314949931389, -76.49034325706016"
1859,BATH,RD,,BATH RD,BATH RD,MCEWEN DR,9A,1725,1755,1730,1742,1725,1755,1726,1744,2,ARTERIAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Bath Rd,"{""coordinates"": [[-76.5730721, 44.2374968], [-76.5745928, 44.2375764]], ""type"": ""LineString""}","44.237536600000006, -76.57383245"
613,MONTREAL,ST,,MONTREAL ST,MARKLAND ST,JOHN ST,2A,240,250,235,247,240,250,235,251,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Montreal St,"{""coordinates"": [[-76.4855058, 44.2384171], [-76.4857592, 44.2388936]], ""type"": ""LineString""}","44.23865535, -76.48563250000001"
254,ST. PAULS,PL,,ST. PAULS PL,COVENTRY CRES,PRINCE HENRY DR,P,25,35,24,38,25,35,24,38,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,PL,St. Pauls Pl,"{""coordinates"": [[-76.5212052, 44.256906], [-76.5211688, 44.2564357]], ""type"": ""LineString""}","44.25667085, -76.521187"
675,BATH,RD,,BATH RD,VISTA DR,COVERDALE DR,9A,1911,1969,,,1901,2001,1902,2000,4,ARTERIAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Bath Rd,"{""coordinates"": [[-76.5837151, 44.2372253], [-76.5849556, 44.2372411], [-76.5859544, 44.2373416], [-76.5869488, 44.2374627], [-76.5879378, 44.2376045], [-76.5889208, 44.2377667], [-76.5902594, 44.2380261]], ""type"": ""LineString""}","44.23751824487531, -76.5869988572391"
681,BATH,RD,,BATH RD,BAYRIDGE DR,COLLINS BAY RD,9A,2065,4037,4000,4048,2061,4045,2062,4048,4,ARTERIAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Bath Rd,"{""coordinates"": [[-76.5932074, 44.2388597], [-76.5950056, 44.239398], [-76.6012762, 44.241294], [-76.6018597, 44.241479], [-76.6024509, 44.2416506], [-76.6030495, 44.2418087], [-76.6036546, 44.2419531], [-76.6042659, 44.2420836], [-76.6048826, 44.2422002], [-76.6055436, 44.2422886], [-76.6062084, 44.242361], [-76.6068762, 44.2424172], [-76.6069532, 44.2424194], [-76.6070302, 44.2424197], [-76.6071072, 44.2424182], [-76.6071841, 44.2424148], [-76.6072608, 44.2424095], [-76.6073372, 44.2424024], [-76.6074132, 44.2423934], [-76.6074887, 44.2423825], [-76.6075637, 44.2423698], [-76.607628, 44.2423584], [-76.6076917, 44.2423454], [-76.6077548, 44.242331], [-76.6078173, 44.2423152], [-76.607879, 44.242298], [-76.60794, 44.2422793], [-76.6080001, 44.2422593], [-76.6080592, 44.2422379], [-76.6081175, 44.2422152], [-76.6098329, 44.2414483]], ""type"": ""LineString""}","44.24106193591679, -76.6015224190225"
2024,MILFORD,DR,,MILFORD DR,GROUSE CRES,ROBSON PL,30R,747,747,746,758,747,757,740,758,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Milford Dr,"{""coordinates"": [[-76.5810761, 44.2486545], [-76.5810306, 44.248841], [-76.5810073, 44.2488883], [-76.5809819, 44.2489351], [-76.5809544, 44.2489812], [-76.5809248, 44.2490266], [-76.5808931, 44.2490714], [-76.5808594, 44.2491153], [-76.5808238, 44.2491584], [-76.5807861, 44.2492007], [-76.5807466, 44.2492421], [-76.5807197, 44.2492694], [-76.580694, 44.2492974], [-76.5806696, 44.249326], [-76.5806467, 44.2493552], [-76.580625, 44.2493848], [-76.5806048, 44.2494151], [-76.580586, 44.2494457], [-76.5805686, 44.2494768], [-76.5805527, 44.2495083], [-76.5805382, 44.2495402], [-76.5805253, 44.2495724], [-76.5805138, 44.2496049], [-76.5805039, 44.2496376], [-76.5804955, 44.2496706], [-76.5804887, 44.2497038]], ""type"": ""LineString""}","44.24918243945485, -76.5807895419287"
1698,BALACLAVA,ST,,BALACLAVA ST,REDAN ST,ALMA ST,16R,,,27,51,0,0,27,51,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Balaclava St,"{""coordinates"": [[-76.4874273, 44.2362191], [-76.4883113, 44.2366051]], ""type"": ""LineString""}","44.236412099999995, -76.4878693"
40,BARRIE,ST,,BARRIE ST,EARL ST,WILLIAM ST,17A,226,236,229,231,226,236,229,231,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Barrie St,"{""coordinates"": [[-76.4909894, 44.2295689], [-76.4910395, 44.2300758]], ""type"": ""LineString""}","44.22982235, -76.49101445"
649,RAGLAN,RD,,RAGLAN RD,SYDENHAM ST,REDAN ST,16B,84,112,81,113,84,112,81,113,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,RD,Raglan Rd,"{""coordinates"": [[-76.4859088, 44.2377317], [-76.4871777, 44.2375045]], ""type"": ""LineString""}","44.2376181, -76.48654325000001"
41,BARRIE,ST,,BARRIE ST,ORDNANCE ST,YORK ST,16B,392,402,391,391,392,402,391,397,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Barrie St,"{""coordinates"": [[-76.490171, 44.2351485], [-76.4900475, 44.2356386]], ""type"": ""LineString""}","44.23539355, -76.49010925"
3619,DALTON,AVE,,DALTON AVE,WARNE CRES,WARNE CRES,2A,60,60,,,60,78,71,77,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Dalton Ave,"{""coordinates"": [[-76.5001251, 44.2658297], [-76.5006886, 44.2658143], [-76.5018266, 44.2657837]], ""type"": ""LineString""}","44.26580661716327, -76.50097584775436"
2226,EARNHART,ST,,EARNHART ST,LONGWOOD TERR,FINCH ST,35R,,,1048,1068,0,0,1048,1068,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Earnhart St,"{""coordinates"": [[-76.6074087, 44.2588009], [-76.6074273, 44.259671]], ""type"": ""LineString""}","44.25923595, -76.60741799999998"
415,WELLINGTON,ST,,WELLINGTON ST,BARRACK ST,PLACE D'ARMES,16A,256,272,,,256,272,0,0,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Wellington St,"{""coordinates"": [[-76.4818515, 44.2333598], [-76.4816308, 44.2340559]], ""type"": ""LineString""}","44.23370785000001, -76.48174115"
1595,WESTDALE,AVE,,WESTDALE AVE,BROCK ST,ALAMEIN DR,25R,,,,,0,0,0,0,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Westdale Ave,"{""coordinates"": [[-76.5123728, 44.2323685], [-76.5124372, 44.2330374]], ""type"": ""LineString""}","44.232702950000004, -76.512405"
2735,JOHNSON,ST,,JOHNSON ST,WELLINGTON ST,BAGOT ST,17A,104,130,113,131,104,130,113,131,2,ARTERIAL,MUNICIPAL,ODD,DOWN,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Johnson St,"{""coordinates"": [[-76.4838165, 44.2294613], [-76.4851558, 44.2300911]], ""type"": ""LineString""}","44.2297762, -76.48448615000001"
410,WELLINGTON,ST,,WELLINGTON ST,CLARENCE ST,BROCK ST,17A,158,166,151,159,158,166,151,159,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Wellington St,"{""coordinates"": [[-76.4830974, 44.2302504], [-76.4827263, 44.230688]], ""type"": ""LineString""}","44.2304692, -76.48291185"
411,WELLINGTON,ST,,WELLINGTON ST,QUEEN ST,BARRACK ST,16A,222,248,235,237,222,248,211,247,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Wellington St,"{""coordinates"": [[-76.4821671, 44.2324464], [-76.4818515, 44.2333598]], ""type"": ""LineString""}","44.2329031, -76.4820093"
1209,CHADWICK,CRT,,CHADWICK CRT,LANGFIELD ST,CUL DE SAC,6R,647,691,660,688,647,691,660,688,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CT,Chadwick Crt,"{""coordinates"": [[-76.5494027, 44.2616375], [-76.5494243, 44.2632056]], ""type"": ""LineString""}","44.26242155, -76.5494135"
2206,JEAN WORRELL,CRES,,JEAN WORRELL CRES,BAKER ST,CUL DE SAC,2R,110,124,126,136,110,124,126,136,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CR,Jean Worrell Cres,"{""coordinates"": [[-76.4851052, 44.2652842], [-76.4857113, 44.2652309]], ""type"": ""LineString""}","44.26525755, -76.48540825"
412,WELLINGTON,ST,,WELLINGTON ST,JOHNSON ST,CLARENCE ST,17A,126,126,129,131,126,130,129,135,2,ARTERIAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Wellington St,"{""coordinates"": [[-76.4838165, 44.2294613], [-76.4830974, 44.2302504]], ""type"": ""LineString""}","44.22985585, -76.48345695"
102,ALBERT,ST,,ALBERT ST,STUART ST,BADER LANE,18A,40,40,23,23,14,40,15,23,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Albert St,"{""coordinates"": [[-76.4995606, 44.2236807], [-76.4996175, 44.2242796]], ""type"": ""LineString""}","44.22398015, -76.49958905"
185,RIDEAU,ST,,RIDEAU ST,DUFFERIN ST,CHARLES ST,5A,238,258,257,257,238,258,247,267,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Rideau St,"{""coordinates"": [[-76.4831998, 44.2399172], [-76.4833501, 44.2406686]], ""type"": ""LineString""}","44.2402929, -76.48327495"
1373,VAN ORDER,DR,,VAN ORDER DR,NORMAN ROGERS DR,MACPHERSON AVE,3B,22,66,17,47,2,66,1,67,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Van Order Dr,"{""coordinates"": [[-76.5160622, 44.2337109], [-76.5165145, 44.2343714], [-76.5165391, 44.2344071], [-76.5165654, 44.2344421], [-76.5165932, 44.2344765], [-76.5166225, 44.2345103], [-76.5166534, 44.2345433], [-76.5166857, 44.2345756], [-76.5167195, 44.2346071], [-76.5167548, 44.2346378], [-76.5180404, 44.2357713]], ""type"": ""LineString""}","44.23479359390086, -76.51699234784402"
2865,JASPER,CRT,,JASPER CRT,LANCASTER DR,CUL DE SAC,32R,915,949,912,950,911,949,912,950,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CT,Jasper Crt,"{""coordinates"": [[-76.5930779, 44.2563885], [-76.5931526, 44.2575114]], ""type"": ""LineString""}","44.25694995, -76.59311525"
978,BOXWOOD,ST,,BOXWOOD ST,LOMBARDY ST,LOMBARDY ST,33R,409,485,428,500,409,499,410,500,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Boxwood St,"{""coordinates"": [[-76.5849362, 44.238409], [-76.5852873, 44.2384203], [-76.5865778, 44.2385245], [-76.5872793, 44.2386152], [-76.587297, 44.2386197], [-76.5873141, 44.2386252], [-76.5873304, 44.2386318], [-76.5873459, 44.2386394], [-76.5873603, 44.238648], [-76.5873737, 44.2386574], [-76.5873858, 44.2386677], [-76.5873966, 44.2386787], [-76.587406, 44.2386903], [-76.587414, 44.2387025], [-76.5874205, 44.2387151], [-76.5874254, 44.2387282], [-76.5874286, 44.2387414], [-76.5874303, 44.2387549], [-76.5874303, 44.2387684], [-76.5874286, 44.2387819], [-76.5873152, 44.239392]], ""type"": ""LineString""}","44.23862185910918, -76.58645000346833"
1747,DAVIS,DR,,DAVIS DR,BROTHLIN CRES,GRANDOUR CRT,7B,675,693,640,654,665,693,638,654,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Davis Dr,"{""coordinates"": [[-76.5667747, 44.2542784], [-76.5667609, 44.2543039], [-76.5667459, 44.2543291], [-76.5667297, 44.2543538], [-76.5667124, 44.2543782], [-76.5666938, 44.2544021], [-76.5666742, 44.2544256], [-76.5666534, 44.2544486], [-76.5666315, 44.254471], [-76.5666086, 44.2544929], [-76.5665847, 44.2545141], [-76.5665597, 44.2545348], [-76.5665338, 44.2545549], [-76.5665069, 44.2545743], [-76.5658466, 44.2550021]], ""type"": ""LineString""}","44.254669265041194, -76.5663380193428"
2929,UNION,ST,,UNION ST,DIVISION ST,FIFTH FIELD COMPANY LANE,5A,,,,,38,58,47,53,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Union St,"{""coordinates"": [[-76.4929607, 44.2277405], [-76.4934172, 44.2277655]], ""type"": ""LineString""}","44.22775299999999, -76.49318894999999"
4183,,,,,,,CP,,,,,0,0,0,0,,SERVICE_PARK,PRIVATE,,,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,,Lemoine Pnt Trails,"{""coordinates"": [[-76.6065743, 44.2205951], [-76.6065998, 44.2209204], [-76.6066241, 44.221451], [-76.6066674, 44.2216929], [-76.6067503, 44.2219154], [-76.6069724, 44.222371], [-76.6070144, 44.2224382], [-76.6070799, 44.2225328], [-76.6071324, 44.2225999], [-76.6072064, 44.2226868], [-76.6072929, 44.2227824], [-76.6073486, 44.2228406], [-76.6074278, 44.2229237], [-76.6075138, 44.2230017], [-76.6076376, 44.2231206], [-76.6080729, 44.223514], [-76.6084873, 44.2238437], [-76.6087707, 44.2240495]], ""type"": ""LineString""}","44.2225073555056, -76.60734082402729"
3340,WATERLOO,DR,,WATERLOO DR,FRIARHILL CRES,GRANDTRUNK AVE,7B,355,355,354,354,341,355,344,354,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Waterloo Dr,"{""coordinates"": [[-76.5518025, 44.2539332], [-76.552862, 44.2541868]], ""type"": ""LineString""}","44.254059999999996, -76.55233225"
2597,RETREAT,LANE,,RETREAT LANE,RETREAT LANE,RETREAT LANE,P,,,,,0,0,2310,2318,1,LOCAL,PRIVATE,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,LN,Retreat Lane,"{""coordinates"": [[-76.3461751, 44.2716929], [-76.3461157, 44.2716482], [-76.3459822, 44.2715803], [-76.3459301, 44.2715483], [-76.3458539, 44.2714663], [-76.3457973, 44.2714182], [-76.345792, 44.2714148], [-76.3457865, 44.2714115], [-76.3457808, 44.2714084], [-76.3457751, 44.2714054], [-76.3457692, 44.2714025], [-76.3457631, 44.2713998], [-76.345757, 44.2713972], [-76.3457507, 44.2713947]], ""type"": ""LineString""}","44.27154832977172, -76.34595917996396"
1499,STERLING,AVE,,STERLING AVE,ELVA AVE,GATES BLVD,9C-R,792,820,,,790,820,791,821,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,AV,Sterling Ave,"{""coordinates"": [[-76.4272053, 44.2409369], [-76.4271878, 44.2409326], [-76.4271702, 44.2409286], [-76.4271523, 44.2409252], [-76.4271343, 44.2409221], [-76.4271161, 44.2409195], [-76.4270979, 44.2409173], [-76.4270795, 44.2409156], [-76.4270611, 44.2409143], [-76.4270426, 44.2409135], [-76.4270241, 44.2409131], [-76.4270056, 44.2409132], [-76.4269871, 44.2409137], [-76.4269687, 44.2409147], [-76.4269503, 44.2409162], [-76.4269319, 44.2409181], [-76.4269137, 44.2409204], [-76.4268956, 44.2409232], [-76.4268776, 44.2409264], [-76.4268598, 44.2409301], [-76.4257757, 44.2411936], [-76.4232487, 44.2417785]], ""type"": ""LineString""}","44.241320789626975, -76.42522517773489"
1869,RICHARDSON,DR,,RICHARDSON DR,BARCLAY RD,LIDDELL CRES,5R,60,92,57,83,60,92,55,83,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,DR,Richardson Dr,"{""coordinates"": [[-76.5306906, 44.2324556], [-76.5307136, 44.2324978], [-76.5307322, 44.2325341], [-76.5307493, 44.2325709], [-76.5307647, 44.232608], [-76.5307784, 44.2326455], [-76.5307905, 44.2326832], [-76.5308009, 44.2327213], [-76.5308096, 44.2327595], [-76.5308166, 44.2327979], [-76.5308218, 44.2328365], [-76.530921, 44.2338694]], ""type"": ""LineString""}","44.23315298103891, -76.53084271129211"
2404,TOLLGATE,TERR,,TOLLGATE TERR,CUL DE SAC,WATERLOO DR,7R,843,885,838,884,843,885,838,884,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,TR,Tollgate Terr,"{""coordinates"": [[-76.5500536, 44.2528621], [-76.5500728, 44.2528687], [-76.5500924, 44.2528747], [-76.5501123, 44.2528804], [-76.5501324, 44.2528855], [-76.5501527, 44.2528901], [-76.5501733, 44.2528943], [-76.550194, 44.2528979], [-76.5502149, 44.2529011], [-76.5502359, 44.2529037], [-76.550257, 44.2529059], [-76.5502782, 44.2529075], [-76.5506217, 44.2529299], [-76.5506277, 44.25293], [-76.5506338, 44.2529303], [-76.5506398, 44.2529308], [-76.5506458, 44.2529314], [-76.5506518, 44.2529322], [-76.5506578, 44.2529331], [-76.5506637, 44.2529341], [-76.5506695, 44.2529353], [-76.5506753, 44.2529367], [-76.550681, 44.2529381], [-76.5506866, 44.2529398], [-76.5506922, 44.2529415], [-76.5506976, 44.2529434], [-76.550703, 44.2529455], [-76.5507083, 44.2529476], [-76.5507135, 44.2529499], [-76.5507185, 44.2529523], [-76.5507235, 44.2529549], [-76.5507283, 44.2529575], [-76.550733, 44.2529603], [-76.5507375, 44.2529632], [-76.5507419, 44.2529662], [-76.5507462, 44.2529693], [-76.5507503, 44.2529725], [-76.5507542, 44.2529758], [-76.550758, 44.2529793], [-76.5507617, 44.2529828], [-76.5507651, 44.2529863], [-76.5507684, 44.25299], [-76.5507715, 44.2529938], [-76.5507744, 44.2529976], [-76.5507772, 44.2530015], [-76.5507797, 44.2530054], [-76.5507821, 44.2530095], [-76.5507843, 44.2530135], [-76.5507862, 44.2530177], [-76.550788, 44.2530218], [-76.5507896, 44.2530261], [-76.550791, 44.2530303], [-76.5507921, 44.2530346], [-76.5507931, 44.2530389], [-76.5507938, 44.2530432], [-76.5507944, 44.2530476], [-76.5507947, 44.2530519], [-76.5507949, 44.2530563], [-76.5507948, 44.2530607], [-76.5507945, 44.253065], [-76.550794, 44.2530694], [-76.5507933, 44.2530737], [-76.5507924, 44.253078], [-76.550812, 44.2538096]], ""type"": ""LineString""}","44.25317033346454, -76.55061937383421"
4189,,,,,,,CP,,,,,0,0,0,0,,SERVICE_PARK,PRIVATE,,,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,,Lemoine Pnt Trails,"{""coordinates"": [[-76.6092382, 44.2324809], [-76.6102524, 44.2322135], [-76.6104566, 44.2321938], [-76.6107121, 44.232211], [-76.6111755, 44.2323253], [-76.611364, 44.2323941], [-76.6116191, 44.2325486], [-76.611776, 44.2325985], [-76.6121693, 44.2326511], [-76.6124081, 44.2326657], [-76.6125522, 44.2326528], [-76.6127066, 44.2326069], [-76.6128745, 44.232507], [-76.6130191, 44.2324031], [-76.6130981, 44.2323443], [-76.6132248, 44.2322755], [-76.6133438, 44.2322321], [-76.6135006, 44.2322015], [-76.6135978, 44.2321754], [-76.6136653, 44.2321398], [-76.6137273, 44.232086], [-76.6137542, 44.2320455], [-76.6138188, 44.231904]], ""type"": ""LineString""}","44.232377709152246, -76.61161255035722"
588,MONTREAL,ST,,MONTREAL ST,JOHN ST,JOHN ST,2A,252,254,255,255,252,256,253,255,2,COLLECTOR,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Montreal St,"{""coordinates"": [[-76.4857592, 44.2388936], [-76.485843, 44.2390273]], ""type"": ""LineString""}","44.23896044999999, -76.4858011"
3530,FOX,CRT,,FOX CRT,SAFARI DR,CUL DE SAC,32R,5,9,6,10,3,9,2,10,2,LOCAL,MUNICIPAL,EVEN,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,CT,Fox Crt,"{""coordinates"": [[-76.61176, 44.2548154], [-76.6121941, 44.2548106]], ""type"": ""LineString""}","44.254813, -76.61197705000001"
3414,NAPIER,ST,,NAPIER ST,MACK ST,DUNDAS ST,25R,,,,,0,0,0,0,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Napier St,"{""coordinates"": [[-76.5070119, 44.2338834], [-76.5070819, 44.2346497]], ""type"": ""LineString""}","44.23426655, -76.5070469"
2940,BAGOT,ST,,BAGOT ST,BAY ST,NORTH ST,16A,442,460,435,461,442,462,435,469,2,LOCAL,MUNICIPAL,ODD,BOTH,ACTIVE,KINGSTON,KINGSTON,KINGSTON,Ground Level,ST,Bagot St,"{""coordinates"": [[-76.4838511, 44.2358238], [-76.483866, 44.2367467]], ""type"": ""LineString""}","44.236285249999995, -76.48385855000001"
